#geom;width;cost;start_time;end_time;iteration
LINESTRINGZ(-21.0266 17.4181 0.181587, -27.3514 27.2287 -0.223824);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-27.3514 27.2287 -0.223824, -23.7203 22.2573 0.0759275);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-23.7203 22.2573 0.0759275, -28.2786 28.7755 -0.0154501);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-28.2786 28.7755 -0.0154501, -30.0768 31.1407 0.0116694);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-30.0768 31.1407 0.0116694, -31.2924 33.869 0.0176285);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-31.2924 33.869 0.0176285, -36.3153 41.5925 -0.105064);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-36.3153 41.5925 -0.105064, -37.3617 40.99 0.0811396);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-37.3617 40.99 0.0811396, -44.8483 52.8708 -0.00569424);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-44.8483 52.8708 -0.00569424, -41.6362 47.7807 0.0201446);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-41.6362 47.7807 0.0201446, -43.9751 52.4017 -0.0680632);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-43.9751 52.4017 -0.0680632, -46.6365 58.941 0.0308);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-46.6365 58.941 0.0308, -45.0279 60.0584 0.0637607);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-45.0279 60.0584 0.0637607, -50.0623 61.0249 -0.0231924);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(32.4045 -73.0208 -0.566151, 34.1332 -67.742 0.0352402);9;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(34.1332 -67.742 0.0352402, 35.2509 -68.8769 -0.0422068);9;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(6.99166 -28.8766 -0.0285981, -26.0313 48.1946 -0.104002);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(35.2509 -68.8769 -0.0422068, 28.5717 -40.3058 -0.51033);9;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-26.0313 48.1946 -0.104002, 133.86 -222.85 -0.229276);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(28.5717 -40.3058 -0.51033, 32.899 -64.9323 0.0795274);9;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(133.86 -222.85 -0.229276, 31.858 -52.9384 -0.0130122);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(32.899 -64.9323 0.0795274, 6.99166 -28.8766 -0.0285981);9;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(31.858 -52.9384 -0.0130122, 32.5229 -46.4575 -0.000920802);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(32.5229 -46.4575 -0.000920802, 31.9743 -38.6955 0);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(31.9743 -38.6955 0, 32.3808 -34.7162 0);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(32.3808 -34.7162 0, 32.7872 -30.7369 0);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(32.7872 -30.7369 0, 33.1937 -26.7576 0);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(33.1937 -26.7576 0, 33.6002 -22.7783 0);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(33.6002 -22.7783 0, 34.0067 -18.799 0);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(34.0067 -18.799 0, 34.4132 -14.8198 0);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(34.4132 -14.8198 0, 34.8196 -10.8405 0);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(34.8196 -10.8405 0, 35.2261 -6.86117 0);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-28.6397 71.546 0, -28.8 67.5492 0);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-28.8 67.5492 0, -28.9603 63.5524 0);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-28.9603 63.5524 0, -29.1206 59.5556 0);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-29.1206 59.5556 0, -29.6196 57.9998 -0.0159924);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-29.6196 57.9998 -0.0159924, -30.5182 53.3076 -0.0220474);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-30.5182 53.3076 -0.0220474, -31.6214 51.6319 -0.0125833);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-31.6214 51.6319 -0.0125833, -35.2835 45.9178 0.00706371);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-35.2835 45.9178 0.00706371, -35.3158 45.16 0.0152086);4;10;2014-08-30 00:01:22;2014-08-30 00:01:23;82
LINESTRINGZ(-35.3158 45.1604 0.0129055, -44.8483 52.8708 -0.00572636);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(6.99171 -28.8765 -0.028744, 21.9903 -53.6109 -0.00273428);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(21.9903 -53.6109 -0.00273428, 19.9551 -50.2591 -0.0413741);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(19.9551 -50.2591 -0.0413741, 16.3004 -45.5022 -0.338861);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(16.3004 -45.5022 -0.338861, 19.2586 -41.7743 0.22844);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(19.2586 -41.7743 0.22844, 14.1605 -40.652 0.0175525);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(14.1605 -40.652 0.0175525, 15.5148 -40.7134 -0.0260657);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(15.5148 -40.7134 -0.0260657, 7.78121 -28.6632 0.00176234);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(7.78121 -28.6632 0.00176234, 8.77139 -30.0024 -0.00734811);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(8.77139 -30.0024 -0.00734811, 5.60834 -25.079 0.0775138);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(5.60834 -25.079 0.0775138, 3.73366 -22.0532 -0.00845185);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(3.73366 -22.0532 -0.00845185, 1.53308 -18.5652 0.0422325);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(1.53308 -18.5652 0.0422325, -0.578187 -15.2004 0.054144);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-0.578187 -15.2004 0.054144, -2.71311 -11.8039 -0.022857);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-2.71311 -11.8039 -0.022857, -4.84165 -8.4157 0.0145674);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-4.84165 -8.4157 0.0145674, -6.97203 -5.02519 -0.0214436);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-6.97203 -5.02519 -0.0214436, -9.10143 -1.63589 0.0501165);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-9.10143 -1.63589 0.0501165, -11.2329 1.75612 0.0331006);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-11.2329 1.75612 0.0331006, -13.3569 5.13815 -0.00164211);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-13.3569 5.13815 -0.00164211, -15.5091 8.55868 0.0946396);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-15.5091 8.55868 0.0946396, -17.5565 11.8322 -0.0122274);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-17.5565 11.8322 -0.0122274, -20.0058 15.6836 0.0516704);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-20.0058 15.6836 0.0516704, -21.0266 17.4182 0.17992);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-21.0266 17.4182 0.17992, -27.3514 27.2287 -0.223217);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-27.3514 27.2287 -0.223217, -23.7203 22.2573 0.0754558);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-23.7203 22.2573 0.0754558, -28.2786 28.7755 -0.0317647);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-28.2786 28.7755 -0.0317647, -30.0768 31.1406 0.00127872);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-30.0768 31.1406 0.00127872, -31.2924 33.869 0.0180035);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-31.2924 33.869 0.0180035, -36.3153 41.5925 -0.105102);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-36.3153 41.5925 -0.105102, -37.3617 40.99 0.0811861);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-37.3617 40.99 0.0811861, -44.8483 52.8708 -0.00572636);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-44.8483 52.8708 -0.00572636, -41.6362 47.7807 0.0202424);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-41.6362 47.7807 0.0202424, -43.9751 52.4018 -0.0659877);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-43.9751 52.4018 -0.0659877, -46.6365 58.941 0.0309381);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-46.6365 58.941 0.0309381, -45.0279 60.0584 0.0641603);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-45.0279 60.0584 0.0641603, -50.0623 61.0249 -0.023284);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(32.4046 -73.0212 -0.570303, 34.1332 -67.7419 0.0354431);9;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(34.1332 -67.7419 0.0354431, 35.2509 -68.8769 -0.04245);9;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(6.99171 -28.8765 -0.028744, -26.0315 48.1943 -0.105013);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(35.2509 -68.8769 -0.04245, 28.5713 -40.3077 -0.514375);9;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-26.0315 48.1943 -0.105013, 133.86 -222.85 -0.23092);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(28.5713 -40.3077 -0.514375, 32.8989 -64.9324 0.080193);9;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(133.86 -222.85 -0.23092, 31.858 -52.938 -0.0105702);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(32.8989 -64.9324 0.080193, 6.99171 -28.8765 -0.028744);9;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(31.858 -52.938 -0.0105702, 32.5229 -46.4575 -0.00771497);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(32.5229 -46.4575 -0.00771497, 31.9743 -38.6955 0);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(31.9743 -38.6955 0, 32.3808 -34.7162 0);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(32.3808 -34.7162 0, 32.7872 -30.7369 0);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(32.7872 -30.7369 0, 33.1937 -26.7576 0);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(33.1937 -26.7576 0, 33.6002 -22.7783 0);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(33.6002 -22.7783 0, 34.0067 -18.799 0);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(34.0067 -18.799 0, 34.4132 -14.8198 0);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(34.4132 -14.8198 0, 34.8196 -10.8405 0);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(34.8196 -10.8405 0, 35.2261 -6.86117 0);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-28.6397 71.546 0, -28.8 67.5492 0);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-28.8 67.5492 0, -28.9603 63.5524 0);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-28.9603 63.5524 0, -29.1206 59.5556 0);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-29.1206 59.5556 0, -29.6196 57.9998 -0.0162093);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-29.6196 57.9998 -0.0162093, -30.5182 53.3076 -0.0222216);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-30.5182 53.3076 -0.0222216, -31.6214 51.6319 -0.0126447);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-31.6214 51.6319 -0.0126447, -35.2834 45.9177 0.0128242);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-35.2834 45.9177 0.0128242, -35.3158 45.1604 0.0129055);4;10;2014-08-30 00:01:23;2014-08-30 00:01:24;83
LINESTRINGZ(-35.3159 45.1607 0.0148478, -44.8483 52.8708 -0.00574896);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(6.99174 -28.8764 -0.0290297, 21.9903 -53.6109 -0.00270199);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(21.9903 -53.6109 -0.00270199, 19.9551 -50.2591 -0.0417343);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(19.9551 -50.2591 -0.0417343, 16.3004 -45.5022 -0.338962);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(16.3004 -45.5022 -0.338962, 19.2585 -41.7742 0.228502);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(19.2585 -41.7742 0.228502, 14.1605 -40.652 0.0175981);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(14.1605 -40.652 0.0175981, 15.5148 -40.7134 -0.026133);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(15.5148 -40.7134 -0.026133, 7.78123 -28.6632 -0.00120007);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(7.78123 -28.6632 -0.00120007, 8.77138 -30.0024 -0.00599169);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(8.77138 -30.0024 -0.00599169, 5.60833 -25.079 0.0717075);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(5.60833 -25.079 0.0717075, 3.73366 -22.0532 -0.0289654);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(3.73366 -22.0532 -0.0289654, 1.53308 -18.5652 0.0318995);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(1.53308 -18.5652 0.0318995, -0.578186 -15.2004 0.0457291);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-0.578186 -15.2004 0.0457291, -2.71311 -11.8039 -0.0157311);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-2.71311 -11.8039 -0.0157311, -4.84165 -8.4157 0.00165746);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-4.84165 -8.4157 0.00165746, -6.97203 -5.02518 -0.0137987);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-6.97203 -5.02518 -0.0137987, -9.10143 -1.63589 0.0409194);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-9.10143 -1.63589 0.0409194, -11.2329 1.75612 0.0202519);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-11.2329 1.75612 0.0202519, -13.3569 5.13815 -0.0201864);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-13.3569 5.13815 -0.0201864, -15.5091 8.55868 0.0895635);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-15.5091 8.55868 0.0895635, -17.5565 11.8322 -0.0293989);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-17.5565 11.8322 -0.0293989, -20.0058 15.6836 0.0513601);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-20.0058 15.6836 0.0513601, -21.0266 17.4182 0.178728);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-21.0266 17.4182 0.178728, -27.3513 27.2287 -0.222699);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-27.3513 27.2287 -0.222699, -23.7203 22.2573 0.0758931);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-23.7203 22.2573 0.0758931, -28.2786 28.7755 -0.0196968);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-28.2786 28.7755 -0.0196968, -30.0769 31.1406 0.0118841);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-30.0769 31.1406 0.0118841, -31.2924 33.869 0.0177259);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-31.2924 33.869 0.0177259, -36.3153 41.5925 -0.10513);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-36.3153 41.5925 -0.10513, -37.3617 40.99 0.081219);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-37.3617 40.99 0.081219, -44.8483 52.8708 -0.00574896);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-44.8483 52.8708 -0.00574896, -41.6362 47.7807 0.0203077);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-41.6362 47.7807 0.0203077, -43.975 52.4019 -0.0644761);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-43.975 52.4019 -0.0644761, -46.6365 58.941 0.0310344);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-46.6365 58.941 0.0310344, -45.0279 60.0584 0.0644416);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-45.0279 60.0584 0.0644416, -50.0623 61.0249 -0.0233488);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(32.4047 -73.0214 -0.573227, 34.1332 -67.7419 0.0355863);9;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(34.1332 -67.7419 0.0355863, 35.2509 -68.8769 -0.0426216);9;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(6.99174 -28.8764 -0.0290297, -26.0316 48.194 -0.105724);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(35.2509 -68.8769 -0.0426216, 28.5711 -40.3091 -0.517223);9;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-26.0316 48.194 -0.105724, 133.86 -222.85 -0.232077);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(28.5711 -40.3091 -0.517223, 32.8988 -64.9325 0.0806615);9;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(133.86 -222.85 -0.232077, 31.858 -52.9377 -0.0162959);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(32.8988 -64.9325 0.0806615, 6.99174 -28.8764 -0.0290297);9;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(31.858 -52.9377 -0.0162959, 32.5229 -46.4576 -0.00592029);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(32.5229 -46.4576 -0.00592029, 31.9743 -38.6955 0);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(31.9743 -38.6955 0, 32.3808 -34.7162 0);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(32.3808 -34.7162 0, 32.7872 -30.7369 0);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(32.7872 -30.7369 0, 33.1937 -26.7576 0);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(33.1937 -26.7576 0, 33.6002 -22.7783 0);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(33.6002 -22.7783 0, 34.0067 -18.799 0);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(34.0067 -18.799 0, 34.4132 -14.8198 0);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(34.4132 -14.8198 0, 34.8196 -10.8405 0);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(34.8196 -10.8405 0, 35.2261 -6.86117 0);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-28.6397 71.546 0, -28.8 67.5492 0);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-28.8 67.5492 0, -28.9603 63.5524 0);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-28.9603 63.5524 0, -29.1206 59.5556 0);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-29.1206 59.5556 0, -29.6196 57.9999 -0.0163617);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-29.6196 57.9999 -0.0163617, -30.5182 53.3077 -0.0223441);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-30.5182 53.3077 -0.0223441, -31.6214 51.6319 -0.0127093);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-31.6214 51.6319 -0.0127093, -35.2834 45.9177 0.00945533);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-35.2834 45.9177 0.00945533, -35.3159 45.1607 0.0148478);4;10;2014-08-30 00:01:24;2014-08-30 00:01:25;84
LINESTRINGZ(-35.3159 45.1607 0.0148478, -44.8483 52.8708 -0.00574896);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(6.99174 -28.8764 -0.0290297, 21.9903 -53.6109 -0.00270199);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(21.9903 -53.6109 -0.00270199, 19.9551 -50.2591 -0.0417343);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(19.9551 -50.2591 -0.0417343, 16.3004 -45.5022 -0.338962);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(16.3004 -45.5022 -0.338962, 19.2585 -41.7742 0.228502);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(19.2585 -41.7742 0.228502, 14.1605 -40.652 0.0175981);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(14.1605 -40.652 0.0175981, 15.5148 -40.7134 -0.026133);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(15.5148 -40.7134 -0.026133, 7.78123 -28.6632 -0.00120007);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(7.78123 -28.6632 -0.00120007, 8.77138 -30.0024 -0.00599169);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(8.77138 -30.0024 -0.00599169, 5.60833 -25.079 0.0717075);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(5.60833 -25.079 0.0717075, 3.73366 -22.0532 -0.0289654);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(3.73366 -22.0532 -0.0289654, 1.53308 -18.5652 0.0318995);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(1.53308 -18.5652 0.0318995, -0.578186 -15.2004 0.0457291);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(-0.578186 -15.2004 0.0457291, -2.71311 -11.8039 -0.0157311);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(-2.71311 -11.8039 -0.0157311, -4.84165 -8.4157 0.00165746);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(-4.84165 -8.4157 0.00165746, -6.97203 -5.02518 -0.0137987);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(-6.97203 -5.02518 -0.0137987, -9.10143 -1.63589 0.0409194);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(-9.10143 -1.63589 0.0409194, -11.2329 1.75612 0.0202519);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(-11.2329 1.75612 0.0202519, -13.3569 5.13815 -0.0201864);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(-13.3569 5.13815 -0.0201864, -15.5091 8.55868 0.0895635);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(-15.5091 8.55868 0.0895635, -17.5565 11.8322 -0.0293989);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
LINESTRINGZ(-17.5565 11.8322 -0.0293989, -20.0058 15.6836 0.0513601);4;10;2014-08-30 00:01:25;2014-08-30 00:01:26;85
